id,volumen,expresión,dominio_fuente,dominio_meta,metáfora,volumen_norm,expresion_norm,dominio_fuente_norm,dominio_meta_norm,metafora_norm,expresion_len
TERR_INTRO_42,Colombia adentro: Ensayo introductorio,Dejamos para el país el Informe como un hito importante de la reflexión sobre el pasado que hace esa sociedad que mira al futuro con esperanza.,UNA PERSONA,LA SOCIEDAD,LA SOCIEDAD ES UNA PERSONA,colombia adentro: ensayo introductorio,dejamos para el país el informe como un hito importante de la reflexión sobre el pasado que hace esa sociedad que mira al futuro con esperanza.,una persona,la sociedad,la sociedad es una persona,143
CAAM_53_13,Colombia adentro: Amazonía,"Para lo cual tenía seis objetivos que, en síntesis, buscaban lo siguiente: reformar la estructura social agraria",UN EDIFICIO EN RUINAS,LA SOCIEDAD AGRARIA,LA SOCIEDAD AGRARIA ES UN EDIFICIO EN RUINAS,colombia adentro: amazonía,"para lo cual tenía seis objetivos que, en síntesis, buscaban lo siguiente: reformar la estructura social agraria",un edificio en ruinas,la sociedad agraria,la sociedad agraria es un edificio en ruinas,112
HALL_50,Hallazgos y Recomendaciones,"la sociedad civil, sobre todo la que habitaba en los núcleos urbanos, parecía mantenerse al margen de algo que sucedía fuera de sus fronteras.",UN CONTENEDOR,LA SOCIEDAD CIVIL,LA SOCIEDAD CIVIL ES UN CONTENEDOR,hallazgos y recomendaciones,"la sociedad civil, sobre todo la que habitaba en los núcleos urbanos, parecía mantenerse al margen de algo que sucedía fuera de sus fronteras.",un contenedor,la sociedad civil,la sociedad civil es un contenedor,142
CAAM_20_15,Colombia adentro: Amazonía,Escenario de violencias,ESPECTADORES,LA SOCIEDAD COLOMBIANA,LA SOCIEDAD COLOMBIANA SON ESPECTADORES,colombia adentro: amazonía,escenario de violencias,espectadores,la sociedad colombiana,la sociedad colombiana son espectadores,23
MCVE_f_271_1,Mi cuerpo es la verdad,para extender su solidaridad y mostrarle al mundo la realidad que las colombianas vivían en ese momento.,UNA MANTA,LA SOLIDARIDAD,LA SOLIDARIDAD ES UNA MANTA,mi cuerpo es la verdad,para extender su solidaridad y mostrarle al mundo la realidad que las colombianas vivían en ese momento.,una manta,la solidaridad,la solidaridad es una manta,104
CAAM_62_8,Colombia adentro: Amazonía,Si por este medio no logramos solucionar vamos a arreglar a nuestro modo.,UN CAMINO,LA SOLUCIÓN,LA SOLUCIÓN ES UN CAMINO,colombia adentro: amazonía,si por este medio no logramos solucionar vamos a arreglar a nuestro modo.,un camino,la solución,la solución es un camino,73
HALL_156,Hallazgos y Recomendaciones,quedar sin salida ante crímenes que nunca tuvieron reconocimiento.,UNA SALIDA,LA SOLUCIÓN,LA SOLUCIÓN ES UNA SALIDA,hallazgos y recomendaciones,quedar sin salida ante crímenes que nunca tuvieron reconocimiento.,una salida,la solución,la solución es una salida,66
CAAM_45_1,Colombia adentro: Amazonía,un conflicto cuya solución se había venido dilatando,UN OBJETO QUE SE DILATA,LA SOLUCIÓN DEL CONFLICTO COLOMBOPERUANA,LA SOLUCIÓN DEL CONFLICTO COLOMBOPERUANA ES UN OBJETO QUE SE DILATA,colombia adentro: amazonía,un conflicto cuya solución se había venido dilatando,un objeto que se dilata,la solución del conflicto colomboperuana,la solución del conflicto colomboperuana es un objeto que se dilata,52
CAAM_68_23,Colombia adentro: Amazonía,"contra el campesinado, que fue objeto de sospecha y abusos al considerarlo auxiliador y simpatizante de las guerrillas.",UNA PERSONA,LA SOSPECHA,LA SOSPECHA ES UNA PERSONA,colombia adentro: amazonía,"contra el campesinado, que fue objeto de sospecha y abusos al considerarlo auxiliador y simpatizante de las guerrillas.",una persona,la sospecha,la sospecha es una persona,119
CAAM_38_4,Colombia adentro: Amazonía,donde los miembros desempeñan papeles específicos y fundamentales para la supervivencia de sus pueblos,UNA OBRA DE TEATRO,LA SUPERVIVENCIA,LA SUPERVIVENCIA ES UNA OBRA DE TEATRO,colombia adentro: amazonía,donde los miembros desempeñan papeles específicos y fundamentales para la supervivencia de sus pueblos,una obra de teatro,la supervivencia,la supervivencia es una obra de teatro,102
HALL_332,Hallazgos y Recomendaciones,"Numerosos territorios, especialmente en ciertos departamentos, se han visto masivamente afectados por la implantación de formas de agroindustria poco respetuosas con la naturaleza, la deforestación y la extensión de cultivos de coca, la concentración de tierras para ganadería o proyectos extractivos como minería a gran escala sin cuidado de la naturaleza que se han impuesto mediante la violencia.",UN OBJETO ACUMULABLE,LA TIERRA,LA TIERRA ES UN OBJETO ACUMULABLE,hallazgos y recomendaciones,"numerosos territorios, especialmente en ciertos departamentos, se han visto masivamente afectados por la implantación de formas de agroindustria poco respetuosas con la naturaleza, la deforestación y la extensión de cultivos de coca, la concentración de tierras para ganadería o proyectos extractivos como minería a gran escala sin cuidado de la naturaleza que se han impuesto mediante la violencia.",un objeto acumulable,la tierra,la tierra es un objeto acumulable,399
MCVE_f_200_2,Mi cuerpo es la verdad,La concentración de la tierra en Colombia es escandalosa y refleja una estructura social premoderna,UN OBJETO ACUMULABLE,LA TIERRA,LA TIERRA ES UN OBJETO ACUMULABLE,mi cuerpo es la verdad,la concentración de la tierra en colombia es escandalosa y refleja una estructura social premoderna,un objeto acumulable,la tierra,la tierra es un objeto acumulable,99
MCVE_m_63_9,Mi cuerpo es la verdad,Luchando pa que no se metan las multinacionales ni que hagan lo que quieren hacer con esta tierrita que nos vio nacer ,UN SER VIVO,LA TIERRA,LA TIERRA ES UN SER VIVO,mi cuerpo es la verdad,luchando pa que no se metan las multinacionales ni que hagan lo que quieren hacer con esta tierrita que nos vio nacer,un ser vivo,la tierra,la tierra es un ser vivo,118
MCVE_m_69_1,Mi cuerpo es la verdad,Las luchas de las mujeres por la tierra han sido históricas.,UNA RECOMPENSA,LA TIERRA,LA TIERRA ES UNA RECOMPENSA,mi cuerpo es la verdad,las luchas de las mujeres por la tierra han sido históricas.,una recompensa,la tierra,la tierra es una recompensa,60
CAAM_29_7,Colombia adentro: Amazonía,le preguntaron al coronel si tenía hijos y si alguna vez se había detenido a pensar qué hubiera hecho si fueran las víctimas asesinadas.,LA MARCHA QUE SE EMPRENDE EN EL CAMINO,LA TOMA DE DECISIONES,LA TOMA DE DECISIONES ES LA MARCHA QUE SE EMPRENDE EN EL CAMINO,colombia adentro: amazonía,le preguntaron al coronel si tenía hijos y si alguna vez se había detenido a pensar qué hubiera hecho si fueran las víctimas asesinadas.,la marcha que se emprende en el camino,la toma de decisiones,la toma de decisiones es la marcha que se emprende en el camino,136
MCVE_f_241_4,Mi cuerpo es la verdad,"liberarse de un lazo que las seguía uniendo con la tortura, el secuestro o la violencia sexual ",UN TEJIDO,LA TORTURA,LA TORTURA ES UN TEJIDO,mi cuerpo es la verdad,"liberarse de un lazo que las seguía uniendo con la tortura, el secuestro o la violencia sexual",un tejido,la tortura,la tortura es un tejido,95
HALL_290,Hallazgos y Recomendaciones,"Esta desprotección y falta de respuestas es lo que contribuye también a la perpetuación de la violencia que impide que la sociedad colombiana tome conocimiento de esta parte de su trágica historia, del impacto de la orfandad de cientos de miles de niños y niñas en diferentes épocas, y del reclutamiento de menores que se ha mantenido hasta hoy debido a la falta de perspectivas de futuro y a la presión de grupos armados, lo que afecta además a un colectivo especialmente vulnerable como la niñez.",UN OBJETO,LA TRÁGICA HISTORIA,LA TRÁGICA HISTORIA ES UN OBJETO,hallazgos y recomendaciones,"esta desprotección y falta de respuestas es lo que contribuye también a la perpetuación de la violencia que impide que la sociedad colombiana tome conocimiento de esta parte de su trágica historia, del impacto de la orfandad de cientos de miles de niños y niñas en diferentes épocas, y del reclutamiento de menores que se ha mantenido hasta hoy debido a la falta de perspectivas de futuro y a la presión de grupos armados, lo que afecta además a un colectivo especialmente vulnerable como la niñez.",un objeto,la trágica historia,la trágica historia es un objeto,498
CAAM_22_17,Colombia adentro: Amazonía,La verdad y la paz representan la esperanza de sanar el odio y la rabia,UN CIMIENTO,LA TRANQUILIDAD,LA TRANQUILIDAD ES UN CIMIENTO,colombia adentro: amazonía,la verdad y la paz representan la esperanza de sanar el odio y la rabia,un cimiento,la tranquilidad,la tranquilidad es un cimiento,71
CAAM_21_9,Colombia adentro: Amazonía,mecanismos para su transformación,UNA MÁQUINA,LA TRANSFORMACIÓN,LA TRANSFORMACIÓN ES UNA MÁQUINA,colombia adentro: amazonía,mecanismos para su transformación,una máquina,la transformación,la transformación es una máquina,33
MCVE_f_191_6,Mi cuerpo es la verdad,"las armas (tanto en la carrera militar como en los grupos paramilitares o guerrillas) se han convertido en una vía de ascenso social,",UNA VÍA,LA UNIDAD,LA UNIDAD ES UNA VÍA,mi cuerpo es la verdad,"las armas (tanto en la carrera militar como en los grupos paramilitares o guerrillas) se han convertido en una vía de ascenso social,",una vía,la unidad,la unidad es una vía,133
CAAM_46_10,Colombia adentro: Amazonía,[object Object],UN OBJETO QUE SE PUEDE FRACTURAR,LA UNIDAD DE UN PUEBLO,LA UNIDAD DE UN PUEBLO ES UN OBJETO QUE SE PUEDE FRACTURAR,colombia adentro: amazonía,[object object],un objeto que se puede fracturar,la unidad de un pueblo,la unidad de un pueblo es un objeto que se puede fracturar,15
TERR_INTRO_138,Colombia adentro: Ensayo introductorio,"la dominación con intuiciones de control y vigilancia, la uniformidad pretendida seguía siendo trastocada por la realidad heterogénea del territorio. ",UN LUGAR,LA UNIFORMIDAD PRETENDIDA,LA UNIFORMIDAD PRETENDIDA ES UN LUGAR,colombia adentro: ensayo introductorio,"la dominación con intuiciones de control y vigilancia, la uniformidad pretendida seguía siendo trastocada por la realidad heterogénea del territorio.",un lugar,la uniformidad pretendida,la uniformidad pretendida es un lugar,150
MCVE_f_267_2,Mi cuerpo es la verdad,"En 1959 nació
la Unión de Mujeres Demócratas de Colombia,",UN ORGANISMO VIVO,LA UNIÓN DE MUJERES DEMÓCRATAS,LA UNIÓN DE MUJERES DEMÓCRATAS ES UN ORGANISMO VIVO,mi cuerpo es la verdad,"en 1959 nació la unión de mujeres demócratas de colombia,",un organismo vivo,la unión de mujeres demócratas,la unión de mujeres demócratas es un organismo vivo,57
CAAM_73_9,Colombia adentro: Amazonía,"Cuando nace el Crima [...], se asienta principalmente […] la unión del pensamiento cultural, espiritual de cuatro pueblos",UNA SILLA,LA UNIÓN DEL PENSAMIENTO CULTURAL,LA UNIÓN DEL PENSAMIENTO CULTURAL ES UNA SILLA,colombia adentro: amazonía,"cuando nace el crima [...], se asienta principalmente [...] la unión del pensamiento cultural, espiritual de cuatro pueblos",una silla,la unión del pensamiento cultural,la unión del pensamiento cultural es una silla,121
CAAM_20_10,Colombia adentro: Amazonía,estos relatos tienen como base,CIMIENTOS,LA VARIEDAD DE EXPERIENCIAS,LA VARIEDAD DE EXPERIENCIAS VIVIDAS SON CIMIENTOS,colombia adentro: amazonía,estos relatos tienen como base,cimientos,la variedad de experiencias,la variedad de experiencias vividas son cimientos,30
CAAM_26_14,Colombia adentro: Amazonía,La determinación de ir por la verdad promueve un ejercicio colectivo,EL FIN DEL CAMINO,LA VERDAD,LA VERDAD ES EL FIN DEL CAMINO,colombia adentro: amazonía,la determinación de ir por la verdad promueve un ejercicio colectivo,el fin del camino,la verdad,la verdad es el fin del camino,68
TERR_INTRO_13,Colombia adentro: Ensayo introductorio,La Comisión recibió el mandato** de esclarecer lo ocurrido durante el conflicto armado interno que ha vivido Colombia,LUZ,LA VERDAD,LA VERDAD ES LUZ,colombia adentro: ensayo introductorio,la comisión recibió el mandato** de esclarecer lo ocurrido durante el conflicto armado interno que ha vivido colombia,luz,la verdad,la verdad es luz,117
CAAM_15_6,Colombia adentro: Amazonía,Anida la esperanza,UN ÁRBOL,LA VERDAD,LA VERDAD ES UN ÁRBOL,colombia adentro: amazonía,anida la esperanza,un árbol,la verdad,la verdad es un árbol,18
CAAM_22_27,Colombia adentro: Amazonía,[object Object],UN ÁRBOL,LA VERDAD,LA VERDAD ES UN ÁRBOL,colombia adentro: amazonía,[object object],un árbol,la verdad,la verdad es un árbol,15
TERR_INTRO_66,Colombia adentro: Ensayo introductorio,El espíritu que guía estas narraciones es la búsqueda por aportar una base común sobre lo que nos ha sucedido ,UN CAMINO,LA VERDAD,LA VERDAD ES UN CAMINO,colombia adentro: ensayo introductorio,el espíritu que guía estas narraciones es la búsqueda por aportar una base común sobre lo que nos ha sucedido,un camino,la verdad,la verdad es un camino,110
CAAM_21_46,Colombia adentro: Amazonía,[object Object],UN CIMIENTO,LA VERDAD,LA VERDAD ES UN CIMIENTO,colombia adentro: amazonía,[object object],un cimiento,la verdad,la verdad es un cimiento,15
CAAM_22_26,Colombia adentro: Amazonía,[object Object],UN CIMIENTO,LA VERDAD,LA VERDAD ES UN CIMIENTO,colombia adentro: amazonía,[object object],un cimiento,la verdad,la verdad es un cimiento,15
MCVE_m_25_1,Mi cuerpo es la verdad,"La verdad es una construcción colectiva, plural, histórica, conflictiva y apasionante.",UN EDIFICIO,LA VERDAD,LA VERDAD ES UN EDIFICIO,mi cuerpo es la verdad,"la verdad es una construcción colectiva, plural, histórica, conflictiva y apasionante.",un edificio,la verdad,la verdad es un edificio,86
TERR_INTRO_45,Colombia adentro: Ensayo introductorio,"porque la verdad es una construcción colectiva, plural, histórica, conflictiva y apasionante.",UN EDIFICIO,LA VERDAD,LA VERDAD ES UN EDIFICIO,colombia adentro: ensayo introductorio,"porque la verdad es una construcción colectiva, plural, histórica, conflictiva y apasionante.",un edificio,la verdad,la verdad es un edificio,93
CAAM_21_41,Colombia adentro: Amazonía,En el camino nos enfrentamos al miedo que genera la verdad,UN FANTASMA,LA VERDAD,LA VERDAD ES UN FANTASMA,colombia adentro: amazonía,en el camino nos enfrentamos al miedo que genera la verdad,un fantasma,la verdad,la verdad es un fantasma,58
CAAM_26_10,Colombia adentro: Amazonía,Los encuentros alrededor de la verdad ,UN LUGAR,LA VERDAD,LA VERDAD ES UN LUGAR,colombia adentro: amazonía,los encuentros alrededor de la verdad,un lugar,la verdad,la verdad es un lugar,38
CAAM_28_4,Colombia adentro: Amazonía,"También en el Valle del Cauca los jóvenes se unieron en torno a la verdad,",UN LUGAR,LA VERDAD,LA VERDAD ES UN LUGAR,colombia adentro: amazonía,"también en el valle del cauca los jóvenes se unieron en torno a la verdad,",un lugar,la verdad,la verdad es un lugar,74
CAAM_20_5,Colombia adentro: Amazonía,La verdad restauradora y curativa,UN MATERIAL DE RESTAURACIÓN,LA VERDAD,LA VERDAD ES UN MATERIAL DE RESTAURACIÓN,colombia adentro: amazonía,la verdad restauradora y curativa,un material de restauración,la verdad,la verdad es un material de restauración,33
CAAM_20_6,Colombia adentro: Amazonía,La verdad restauradora y curativa,UN MEDICAMENTO,LA VERDAD,LA VERDAD ES UN MEDICAMENTO,colombia adentro: amazonía,la verdad restauradora y curativa,un medicamento,la verdad,la verdad es un medicamento,33
CAAM_21_4,Colombia adentro: Amazonía,La exposición de la verdad,UN OBJETO,LA VERDAD,LA VERDAD ES UN OBJETO,colombia adentro: amazonía,la exposición de la verdad,un objeto,la verdad,la verdad es un objeto,26
MCVE_m_23_3,Mi cuerpo es la verdad,Las verdades que los comisionados entregamos al país al finalizar el mandato,UN OBJETO,LA VERDAD,LA VERDAD ES UN OBJETO,mi cuerpo es la verdad,las verdades que los comisionados entregamos al país al finalizar el mandato,un objeto,la verdad,la verdad es un objeto,76
TERR_INTRO_10,Colombia adentro: Ensayo introductorio,La tarea del esclarecimiento de la verdad es y seguirá siendo un proceso de construcción lleno de desafíos.,UN OBJETO,LA VERDAD,LA VERDAD ES UN OBJETO,colombia adentro: ensayo introductorio,la tarea del esclarecimiento de la verdad es y seguirá siendo un proceso de construcción lleno de desafíos.,un objeto,la verdad,la verdad es un objeto,107
TERR_INTRO_35,Colombia adentro: Ensayo introductorio,"También damos cuenta de lo que se ha comenzado a mover, de ese proceso de reconocimiento de las atrocidades del pasado",UN OBJETO EN MOVIMIENTO,LA VERDAD,LA VERDAD ES UN OBJETO EN MOVIMIENTO,colombia adentro: ensayo introductorio,"también damos cuenta de lo que se ha comenzado a mover, de ese proceso de reconocimiento de las atrocidades del pasado",un objeto en movimiento,la verdad,la verdad es un objeto en movimiento,118
CAAM_21_1,Colombia adentro: Amazonía,La búsqueda de la verdad,UN OBJETO QUE ESTÁ OCULTO,LA VERDAD,LA VERDAD ES UN OBJETO QUE ESTÁ OCULTO,colombia adentro: amazonía,la búsqueda de la verdad,un objeto que está oculto,la verdad,la verdad es un objeto que está oculto,24
CAAM_21_2,Colombia adentro: Amazonía,La búsqueda de la verdad,UN OBJETO QUE ESTÁ OCULTO,LA VERDAD,LA VERDAD ES UN OBJETO QUE ESTÁ OCULTO,colombia adentro: amazonía,la búsqueda de la verdad,un objeto que está oculto,la verdad,la verdad es un objeto que está oculto,24
CAAM_21_29,Colombia adentro: Amazonía,Un proceso de búsqueda de la verdad,UN OBJETO QUE ESTÁ OCULTO,LA VERDAD,LA VERDAD ES UN OBJETO QUE ESTÁ OCULTO,colombia adentro: amazonía,un proceso de búsqueda de la verdad,un objeto que está oculto,la verdad,la verdad es un objeto que está oculto,35
CAAM_22_29,Colombia adentro: Amazonía,iniciamos la búsqueda de las verdades que estaban en las regiones,UN OBJETO QUE ESTÁ OCULTO,LA VERDAD,LA VERDAD ES UN OBJETO QUE ESTÁ OCULTO,colombia adentro: amazonía,iniciamos la búsqueda de las verdades que estaban en las regiones,un objeto que está oculto,la verdad,la verdad es un objeto que está oculto,65
CAAM_22_31,Colombia adentro: Amazonía,[object Object],UN OBJETO QUE ESTÁ OCULTO,LA VERDAD,LA VERDAD ES UN OBJETO QUE ESTÁ OCULTO,colombia adentro: amazonía,[object object],un objeto que está oculto,la verdad,la verdad es un objeto que está oculto,15
CAAM_24_43,Colombia adentro: Amazonía,la búsqueda de la verdad,UN OBJETO QUE ESTÁ OCULTO,LA VERDAD,LA VERDAD ES UN OBJETO QUE ESTÁ OCULTO,colombia adentro: amazonía,la búsqueda de la verdad,un objeto que está oculto,la verdad,la verdad es un objeto que está oculto,24
CAAM_28_20,Colombia adentro: Amazonía,"Varios compañeros y compañeras –algunos, víctimas del conflicto armado– hallaron en este quehacer, en las respuestas de los responsables o en las verdades aportadas por las víctimas una esperanza",UN OBJETO QUE ESTÁ OCULTO,LA VERDAD,LA VERDAD ES UN OBJETO QUE ESTÁ OCULTO,colombia adentro: amazonía,"varios compañeros y compañeras –algunos, víctimas del conflicto armado– hallaron en este quehacer, en las respuestas de los responsables o en las verdades aportadas por las víctimas una esperanza",un objeto que está oculto,la verdad,la verdad es un objeto que está oculto,195
CAAM_20_7,Colombia adentro: Amazonía,La verdad que ha emergido,UN OBJETO SUMERGIDO EN EL AGUA,LA VERDAD,LA VERDAD ES UN OBJETO SUMERGIDO EN EL AGUA,colombia adentro: amazonía,la verdad que ha emergido,un objeto sumergido en el agua,la verdad,la verdad es un objeto sumergido en el agua,25
CAAM_18_1,Colombia adentro: Amazonía,Esclarecimiento de la Verdad,UN OBJETO UBICADO EN LA OSCURIDAD,LA VERDAD,LA VERDAD ES UN OBJETO UBICADO EN LA OSCURIDAD,colombia adentro: amazonía,esclarecimiento de la verdad,un objeto ubicado en la oscuridad,la verdad,la verdad es un objeto ubicado en la oscuridad,28
CAAM_18_6,Colombia adentro: Amazonía,esclarecimiento de la verdad,UN OBJETO UBICADO EN LA OSCURIDAD,LA VERDAD,LA VERDAD ES UN OBJETO UBICADO EN LA OSCURIDAD,colombia adentro: amazonía,esclarecimiento de la verdad,un objeto ubicado en la oscuridad,la verdad,la verdad es un objeto ubicado en la oscuridad,28
CAAM_21_15,Colombia adentro: Amazonía,"su despliegue territorial fue ponernos
en el camino de esclarecer la verdad",UN OBJETO UBICADO EN LA OSCURIDAD,LA VERDAD,LA VERDAD ES UN OBJETO UBICADO EN LA OSCURIDAD,colombia adentro: amazonía,su despliegue territorial fue ponernos en el camino de esclarecer la verdad,un objeto ubicado en la oscuridad,la verdad,la verdad es un objeto ubicado en la oscuridad,75
CAAM_25_4,Colombia adentro: Amazonía,esclarecer del conflicto armado.,UN OBJETO UBICADO EN LA OSCURIDAD,LA VERDAD,LA VERDAD ES UN OBJETO UBICADO EN LA OSCURIDAD,colombia adentro: amazonía,esclarecer del conflicto armado.,un objeto ubicado en la oscuridad,la verdad,la verdad es un objeto ubicado en la oscuridad,32
CAAM_26_1,Colombia adentro: Amazonía,"En estos espacios, las víctimas, y especialmente los responsables, contribuyeron al esclarecimiento de la verdad.",UN OBJETO UBICADO EN LA OSCURIDAD,LA VERDAD,LA VERDAD ES UN OBJETO UBICADO EN LA OSCURIDAD,colombia adentro: amazonía,"en estos espacios, las víctimas, y especialmente los responsables, contribuyeron al esclarecimiento de la verdad.",un objeto ubicado en la oscuridad,la verdad,la verdad es un objeto ubicado en la oscuridad,113
MCVE_f_180_6,Mi cuerpo es la verdad,La iglesia católica y la evangelización cumplieron un papel fundamental al ser productoras de un régimen de verdad,UN PRODUCTO,LA VERDAD,LA VERDAD ES UN PRODUCTO,mi cuerpo es la verdad,la iglesia católica y la evangelización cumplieron un papel fundamental al ser productoras de un régimen de verdad,un producto,la verdad,la verdad es un producto,114
MCVE_m_30_2,Mi cuerpo es la verdad,«Sin la voz de las mujeres la verdad no está completa».,UN ROMPECABEZAS,LA VERDAD,LA VERDAD ES UN ROMPECABEZAS,mi cuerpo es la verdad,«sin la voz de las mujeres la verdad no está completa».,un rompecabezas,la verdad,la verdad es un rompecabezas,55
CAAM_19_12,Colombia adentro: Amazonía,base común,UNA BASE,LA VERDAD,LA VERDAD ES UNA BASE,colombia adentro: amazonía,base común,una base,la verdad,la verdad es una base,10
HALL_179,Hallazgos y Recomendaciones,"Estos temores –expresados por numerosas víctimas, tanto del territorio colombiano como de las que están en el exilio– muestran los retos y desafíos a los que se enfrenta la construcción de esta verdad colectiva",UNA CONSTRUCCIÓN,LA VERDAD,LA VERDAD ES UNA CONSTRUCCIÓN,hallazgos y recomendaciones,"estos temores –expresados por numerosas víctimas, tanto del territorio colombiano como de las que están en el exilio– muestran los retos y desafíos a los que se enfrenta la construcción de esta verdad colectiva",una construcción,la verdad,la verdad es una construcción,210
CAAM_22_14,Colombia adentro: Amazonía,La verdad y la paz representan la esperanza de sanar el odio y la rabia,UNA MEDICINA,LA VERDAD,LA VERDAD ES UNA MEDICINA,colombia adentro: amazonía,la verdad y la paz representan la esperanza de sanar el odio y la rabia,una medicina,la verdad,la verdad es una medicina,71
CAAM_21_10,Colombia adentro: Amazonía,es necesario que la verdad contribuya a que los ciudadanos recuperen la capacidad,UNA PERSONA,LA VERDAD,LA VERDAD ES UNA PERSONA,colombia adentro: amazonía,es necesario que la verdad contribuya a que los ciudadanos recuperen la capacidad,una persona,la verdad,la verdad es una persona,81
CAAM_21_18,Colombia adentro: Amazonía,la construcción de una paz basada en la decisión de encarar la verdad,UNA PERSONA,LA VERDAD,LA VERDAD ES UNA PERSONA,colombia adentro: amazonía,la construcción de una paz basada en la decisión de encarar la verdad,una persona,la verdad,la verdad es una persona,69
CAAM_22_30,Colombia adentro: Amazonía,iniciamos la búsqueda de las verdades que estaban en las regiones,UNA PERSONA,LA VERDAD,LA VERDAD ES UNA PERSONA,colombia adentro: amazonía,iniciamos la búsqueda de las verdades que estaban en las regiones,una persona,la verdad,la verdad es una persona,65
CAAM_23_1,Colombia adentro: Amazonía,Casas de la verdad,UNA PERSONA,LA VERDAD,LA VERDAD ES UNA PERSONA,colombia adentro: amazonía,casas de la verdad,una persona,la verdad,la verdad es una persona,18
CAAM_22_19,Colombia adentro: Amazonía,[object Object],UNA PERSONA QUE REPARA,LA VERDAD,LA VERDAD ES UNA PERSONA QUE REPARA,colombia adentro: amazonía,[object object],una persona que repara,la verdad,la verdad es una persona que repara,15
CAAM_22_20,Colombia adentro: Amazonía,[object Object],UNA PERSONA QUE REPARA,LA VERDAD,LA VERDAD ES UNA PERSONA QUE REPARA,colombia adentro: amazonía,[object object],una persona que repara,la verdad,la verdad es una persona que repara,15
CAAM_22_21,Colombia adentro: Amazonía,[object Object],UNA PERSONA QUE REPARA,LA VERDAD,EL RECONOCIMIENTO ES UNA PERSONA QUE REPARA,colombia adentro: amazonía,[object object],una persona que repara,la verdad,el reconocimiento es una persona que repara,15
CAAM_21_6,Colombia adentro: Amazonía,Reparación emancipadora,UNA PERSONA REPARADORA,LA VERDAD,LA VERDAD ES UNA PERSONA REPARADORA,colombia adentro: amazonía,reparación emancipadora,una persona reparadora,la verdad,la verdad es una persona reparadora,23
MCVE_m_23_11,Mi cuerpo es la verdad,El Informe Final de la Comisión de la Verdad contiene una parte importante de esa verdad necesaria para transitar de un pasado traumático a un porvenir civilizado,UNA SUSTANCIA,LA VERDAD,LA VERDAD ES UNA SUSTANCIA,mi cuerpo es la verdad,el informe final de la comisión de la verdad contiene una parte importante de esa verdad necesaria para transitar de un pasado traumático a un porvenir civilizado,una sustancia,la verdad,la verdad es una sustancia,162
HALL_178,Hallazgos y Recomendaciones,"Estos temores –expresados por numerosas víctimas, tanto del territorio colombiano como de las que están en el exilio– muestran los retos y desafíos a los que se enfrenta la construcción de esta verdad colectiva",UNA CONSTRUCCIÓN,LA VERDAD COLECTIVA,LA VERDAD COLECTIVA ES UNA CONSTRUCCIÓN,hallazgos y recomendaciones,"estos temores –expresados por numerosas víctimas, tanto del territorio colombiano como de las que están en el exilio– muestran los retos y desafíos a los que se enfrenta la construcción de esta verdad colectiva",una construcción,la verdad colectiva,la verdad colectiva es una construcción,210
CAAM_28_18,Colombia adentro: Amazonía,"Varios compañeros y compañeras –algunos, víctimas del conflicto armado– hallaron en este quehacer, en las respuestas de los responsables o en las verdades aportadas por las víctimas una esperanza",UN CONTENEDOR,LA VERDAD DE LAS VÍCTIMAS,LA VERDAD DE LAS VÍCTIMAS ES UN CONTENEDOR,colombia adentro: amazonía,"varios compañeros y compañeras –algunos, víctimas del conflicto armado– hallaron en este quehacer, en las respuestas de los responsables o en las verdades aportadas por las víctimas una esperanza",un contenedor,la verdad de las víctimas,la verdad de las víctimas es un contenedor,195
CAAM_20_1,Colombia adentro: Amazonía,Interactúa la verdad,UNA PERSONA,LA VERDAD FACTUAL,LA VERDAD FACTUAL ES UNA PERSONA,colombia adentro: amazonía,interactúa la verdad,una persona,la verdad factual,la verdad factual es una persona,20
HALL_199,Hallazgos y Recomendaciones,Todo ello muestra que el desprecio por la vida llegó en Colombia a los límites de la vergüenza y el sinsentido.,UN LÍMITE,LA VERGÜENZA,LA VERGÜENZA ES UN LÍMITE,hallazgos y recomendaciones,todo ello muestra que el desprecio por la vida llegó en colombia a los límites de la vergüenza y el sinsentido.,un límite,la vergüenza,la vergüenza es un límite,111
CAAM_26_3,Colombia adentro: Amazonía,"los silencios cargados de vergüenza de los responsables; las preguntas, las respuestas o su ausencia –porque quienes las conocían murieron en la guerra–.",UNA SUSTANCIA,LA VERGÜENZA DE LOS RESPONSABLES DEL CONFLICTO,LA VERGUENZA DE LOS RESPONABLES DEL CONFLICTO ES UNA SUSTANCIA,colombia adentro: amazonía,"los silencios cargados de vergüenza de los responsables; las preguntas, las respuestas o su ausencia –porque quienes las conocían murieron en la guerra–.",una sustancia,la vergüenza de los responsables del conflicto,la verguenza de los responables del conflicto es una sustancia,153
CAAM_28_25,Colombia adentro: Amazonía,"sentimos admiración y orgullo por seres humanos que después de vivir tanto dolor seguían en
pie para contarlo con dignidad y valentía",RESILIENCIA,LA VERTICALIDAD,LA VERTICALIDAD ES RESILIENCIA/HORIZONTALIDAD ES DERROTA,colombia adentro: amazonía,sentimos admiración y orgullo por seres humanos que después de vivir tanto dolor seguían en pie para contarlo con dignidad y valentía,resiliencia,la verticalidad,la verticalidad es resiliencia/horizontalidad es derrota,133
